ComplaintId,text,Category,FamilyId
306,"Hello, Driver picked up return box but refund timer has not started.",refund_return,confusable:15
307,"Hello, Single sign-on loop prevents access to member portal on mobile browser.",account_access,template:account_access:7
308,Hi support — Two-factor codes never arrive to my registered phone number.,account_access,template:account_access:1
309,Hi support — Account locked after three attempts though credentials are correct.,account_access,template:account_access:2
310,Authorized service charged labor despite comprehensive coverage plan.,warranty_repair,template:warranty_repair:3
311,Case update: Shipment delayed two weeks — where is my package now? Please advise.,delivery_shipping,overlap:2
312,"Hello, Gift card balance emptied overnight with transactions I do not recognize.",fraud_unauthorized,template:fraud_unauthorized:2
313,Hi support — Card charged for renewal though I submitted cancellation before trial ended.,subscription_cancel,overlap:8
314,"Hello, Return approved weeks ago but reimbursement still not issued.",refund_return,overlap:3
315,Writing to complain: Washing machine same fault returned twice after so-called repair. Please advise.,warranty_repair,template:warranty_repair:4
316,Family subscription cancellation removed kids profiles without warning.,subscription_cancel,template:subscription_cancel:6
317,Flagging an issue: Phishing email used your logo then my account had mystery withdrawals. Please advise.,fraud_unauthorized,template:fraud_unauthorized:5
318,Hi support — Shipment delayed two weeks — where is my package now?,delivery_shipping,overlap:2
319,"Hello, Cannot log in after password reset email says link expired immediately.",account_access,template:account_access:0
320,"Hello, Waited forty minutes on chat before the agent disconnected without reply.",customer_service,template:customer_service:0
321,Writing to complain: The laptop screen flickers after only two weeks of normal use. Please advise.,product_defect,template:product_defect:0
322,Hi support — Merged family plan removed my profile and purchase history.,account_access,template:account_access:3
323,"Hello, I paid express shipping but the tracking page still shows label created only.",delivery_shipping,confusable:0
324,Support blamed me for a known outage listed on their status page.,customer_service,template:customer_service:6
325,Flagging an issue: Account shows login from another country while I was asleep locally. Please advise.,fraud_unauthorized,template:fraud_unauthorized:3
326,Box arrived crushed and outer tape clearly resealed by carrier.,delivery_shipping,template:delivery_shipping:5
327,Flagging an issue: Are demo units on display available for purchase at discount? Please advise.,general_inquiry,template:general_inquiry:5
328,Flagging an issue: Auto-renew toggled back on after software update without consent. Please advise.,subscription_cancel,template:subscription_cancel:7
329,Flagging an issue: Bluetooth headphones stop pairing after the latest firmware update. Please advise.,product_defect,template:product_defect:1
330,Flagging an issue: Locked out after suspicious login attempts I did not recognize. Please advise.,account_access,confusable:3
331,Package marked delivered but nothing arrived at my apartment door.,delivery_shipping,template:delivery_shipping:0
332,Two-factor codes never arrive to my registered phone number.,account_access,template:account_access:1
333,Flagging an issue: Bill shows data overage charges although I was on an unlimited plan. Please advise.,billing,template:billing:6
334,Writing to complain: Wallet billed for subscription I never activated after free trial ended silently. Please advise.,fraud_unauthorized,template:fraud_unauthorized:4
335,Hi support — Agent said return was approved but warehouse team never sent label.,refund_return,confusable:5
336,Writing to complain: Why am I still seeing membership charges after I clicked cancel last week? Please advise.,subscription_cancel,confusable:8
337,"Hello, Do you offer student pricing on annual software licenses?",general_inquiry,template:general_inquiry:1
338,Deleted account but streaming service continues charging old card.,subscription_cancel,template:subscription_cancel:5
339,Flagging an issue: Wallet charged for subscription I never activated after free trial ended silently. Please advise.,fraud_unauthorized,template:fraud_unauthorized:4
340,Writing to complain: A late fee appeared on my account even though I paid before the due date. Please advise.,billing,template:billing:2
341,Repair appointment canceled by vendor twice without offering new date.,warranty_repair,template:warranty_repair:7
342,Writing to complain: Courier left perishable groceries in the sun despite shade instructions. Please advise.,delivery_shipping,template:delivery_shipping:1
343,Hi support — Are demo units on display available for purchase at discount?,general_inquiry,template:general_inquiry:5
344,"Hello, Support email promised response in twenty-four hours but no follow-up after a week.",customer_service,template:customer_service:1
345,Writing to complain: Still billed monthly after confirming cancellation confirmation number. Please advise.,subscription_cancel,template:subscription_cancel:1
346,Case update: Card charged for renewal though I'm reporting that I submitted cancellation before trial ended. Please advise.,subscription_cancel,overlap:8
347,Flagging an issue: Refund issued for partial amount excluding original shipping I paid. Please advise.,refund_return,template:refund_return:2
348,Flagging an issue: Outer box intact yet internal foam was wet when parcel arrived. Please advise.,delivery_shipping,confusable:16
349,"Hello, Statement shows disputed charge I cannot mark or annotate online.",billing,overlap:7
350,Flagging an issue: Repair appointment canceled by vendor twice without offering new date. Please advise.,warranty_repair,template:warranty_repair:7
351,Writing to complain: What are store hours for the downtown location on public holidays? Please advise.,general_inquiry,template:general_inquiry:0
352,Flagging an issue: Shipment delayed two weeks — where is my package now? Please advise.,delivery_shipping,overlap:2
353,Flagging an issue: Representative gave conflicting answers about the same warranty claim. Please advise.,customer_service,template:customer_service:2
354,Password reset keeps failing and I see logins from cities I never visited.,fraud_unauthorized,confusable:9
355,Flagging an issue: Live agent closed ticket while issue was still unresolved. Please advise.,customer_service,template:customer_service:5
356,Writing to complain: Unknown party used saved card for renewal I did not authorize. Please advise.,fraud_unauthorized,overlap:9
357,Hi support — Live agent closed ticket while issue was still unresolved.,customer_service,template:customer_service:5
358,Driver picked up return box but refund timer has not started.,refund_return,confusable:15
359,Flagging an issue: Support email promised response in twenty-four hours but no follow-up after a week. Please advise.,customer_service,template:customer_service:1
360,Writing to complain: Children's toy paint chipped off and looks unsafe after gentle play. Please advise.,product_defect,template:product_defect:3
361,Hi support — Gift card balance emptied overnight with transactions I do not recognize.,fraud_unauthorized,template:fraud_unauthorized:2
362,"Hello, Monthly service fee increased without email notice as promised in contract.",billing,template:billing:4
363,Writing to complain: Extended protection plan will not cover water damage from known seal defect. Please advise.,warranty_repair,template:warranty_repair:6
364,Flagging an issue: Support quoted one price on chat but checkout billed a higher amount. Please advise.,billing,confusable:11
365,Waited forty minutes on chat before the agent disconnected without reply.,customer_service,template:customer_service:0
366,"Hello, Identity verification failed and impostor chat requested my government ID.",fraud_unauthorized,template:fraud_unauthorized:7
367,"Hello, Support blamed me for a known outage listed on their status page.",customer_service,template:customer_service:6
368,Are demo units on display available for purchase at discount?,general_inquiry,template:general_inquiry:5
369,Writing to complain: Defective oven element failed again after warranty repair last quarter. Please advise.,warranty_repair,confusable:2
370,Writing to complain: Cancellation effective next year according to agent though terms say monthly. Please advise.,subscription_cancel,template:subscription_cancel:4
371,Refund issued for partial amount excluding original shipping I paid.,refund_return,template:refund_return:2
372,Hi support — Is the blue kettle dishwasher safe according to latest manual?,general_inquiry,template:general_inquiry:2
373,Hi support — Courier left perishable groceries in the sun despite shade instructions.,delivery_shipping,template:delivery_shipping:1
374,Writing to complain: Support quoted one price on chat but checkout billed a higher amount. Please advise.,billing,confusable:11
375,Flagging an issue: Account locked after three attempts though credentials are correct. Please advise.,account_access,template:account_access:2
376,Monthly service fee increased without email notice as promised in contract.,billing,template:billing:4
377,"Hello, Blender motor smells like burning plastic during low-speed blending.",product_defect,template:product_defect:6
378,"Hello, Box arrived crushed and outer tape clearly resealed by carrier.",delivery_shipping,template:delivery_shipping:5
379,Item arrived late and the glass panel inside was already shattered.,product_defect,confusable:7
380,Hi support — Express shipping paid but item arrived after the event date.,delivery_shipping,template:delivery_shipping:4
